Frank Kitson (baseball), Frank R. Kitson (September 11 1869 – April 14 1930) was a pitcher in Major League Baseball who played ten seasons with the Baltimore Orioles Brooklyn Superbas Detroit Tigers Washington Senators and New York Highlanders. Born in Hopkins Michigan Kitson's major league career got off to a roller coaster start. In his first start on May 19 1898 he shut out the Pittsburgh Pirates.,5
Arroyata River, The Arroyata River is a river of Puerto Rico.,5
Bamboo Blade, Bamboo Blade (バンブーブレード Banbū Burēdo) is a Japanese manga series written by Masahiro Totsuka and illustrated by Aguri Igarashi. It was serialized in Square Enix's Young Gangan magazine from December 3 2004 to September 3 2010. The series tells the story of Toraji Ishida a luckless high school Kendo instructor who is challenged by his former upperclassman also a kendo instructor to a competition between their female students.,5
Pârâul Snopului, The Pârâul Snopului is a headwater of the Sărișorul Mic River in Romania.,5
Tolombeh-ye Godabad, Tolombeh-ye Godabad (Persian: تلمبه گداباد‎ also Romanized as Tolombeh-ye Godābād) is a village in Baghin Rural District in the Central District of Kerman County Kerman Province Iran. At the 2006 census its population was 23 in 6 families.,5
Caixa (São Vicente), Caixa is a mountain located in the southern part of the island of São Vicente. The mountain is of volcanic origin.[citation needed] It is situated 7 km south of the island capital Mindelo.,5
USS Kleinsmith (DE-376), The first USS Kleinsmith (DE-376) would have been a John C.,5
C. B. Embry, C. B. Embry Jr. (born July 29 1941 in Louisville Kentucky) is an American politician and a Republican member of the Kentucky House of Representatives representing District 17 since January 2003. Embry was a mayor of Beaver Dam Kentucky from 1970 until 1973 and is a 2014 candidate for Kentucky Senate.,5
Nogra, Nogra is a genus of flowering plants in the legume family Fabaceae. It belongs to the subfamily Faboideae.,5
Felix Pappalardi, Felix A. Pappalardi Jr. (December 30 1939 – April 17 1983) was an American music producer songwriter vocalist and bass guitarist.,5
Tajuria maculata, The Spotted Royal Tajuria maculata is a species of lycaenid or blue butterfly found in Asia.,5
To the Lighthouse, To the Lighthouse is a 1927 novel by Virginia Woolf. A landmark of high modernism the novel centres on the Ramsays and their visits to the Isle of Skye in Scotland between 1910 and 1920.Following and extending the tradition of modernist novelists like Marcel Proust and James Joyce the plot of To the Lighthouse is secondary to its philosophical introspection. The novel includes little dialogue and almost no action; most of it is written as thoughts and observations.,5
Guapira rotundifolia, Guapira rotundifolia is a species of plant in the Nyctaginaceae family. It is endemic to Jamaica.,5
Kimberly Akimbo, Kimberly Akimbo is a play written in 2000 by Pulitzer Prize-winning playwright David Lindsay-Abaire. Its title character is a lonely teenage girl suffering from a disease a lot like progeria that causes her to age four and a half times as fast as normal. Thus Kimberly is trapped inside the frail physical body of an elderly woman. She meets another misfit (a teenage boy) and the two form an attachment to one another that borders on attraction.,5
GJ Club, GJ Club (GJ部 Gujjobu lit. Good Job Club) is a Japanese light novel series written by Shin Araki and illustrated by Aruya. An anime adaptation of it produced by Dogakobo aired between January 10 and March 28 2013 and a special 46-minute-long special will be released in May 2014.,5
Seán Ó Neachtain (poet), Seán Ó Neachtain Irish poet and writer c. 1645x50?–9 March 1729.,5
Ante Nikšić, Ante Nikšić (8 June 1892 - 28 January 1962) was a Croatian lawyer and politician who served as Minister of Interior of the Independent State of Croatia between 1942 and 1943.,5
Dorian West, Dorian Edward West MBE (born October 5 1967 in Wrexham Wales) nicknamed Nobby is a former English international rugby union footballer.Born in Wrexham his family moved to England when he was young. Before professionalism he was a police officer with the Leicestershire Constabulary's armed response unit.He made his debut at Leicester Tigers and played for them as a flanker but a move to Nottingham in 1991 saw him convert to hooker. He rejected the offer of a trial for Wales.,5
San Patricio Plaza, San Patricio Plaza is an enclosed shopping mall located in Guaynabo Puerto Rico. The mall is located at the intersection of PR-2 PR-23 and PR-20 and has over 145 stores with its anchors being Kmart T.J. Maxx Bed Bath & Beyond Capri Walgreens PetSmart Caribbean Cinemas and Office Depot.,5
Soldatski bal, Soldatski bal (trans. The Soldiers' Ball) is the first studio album of the former Yugoslav band Plavi orkestar released in 1985. With over 500000 copies sold it stands as the best-selling debut album in the history of music business in Yugoslavia and its successor states.Recorded during January 1985 and released a few months later the album proved to be a huge commercial success spawning numerous hits.,5
The Cabin Sessions, The Cabin Sessions is the third EP released by Ivan & Alyosha on June 19 2012. It was not released in stores but was released for free download by Noisetrade. The album was later released for download by NPR.,5
George Davis (editor), George Davis (February 4 1906 – 25 November 1957) was an influential American fiction editor and novelist.,5
Bad Company (manga), Bad Company (バッドカンパニー Baddo Kanpanī) is a one volume prequel to Shonan Junai Gumi which was followed by the better known series Great Teacher Onizuka. It was created by Tooru Fujisawa while he was still working on Great Teacher Onizuka. The manga was published in 1997 in Kodansha.,5
Nemesisters, Nemesisters is the third and final studio album recorded by Babes in Toyland. It was produced by Tim Mac and released 5 May 1995 by Reprise Records.,5
Roy Präger, Roy Präger (born 22 September 1971 in Zossen) is a German former football player.,5
Beaumont School (St Albans), Beaumont School is a coeducational secondary school and sixth form with academy status located in St Albans Hertfordshire England. It was founded in 1938 and has become a school of over 1200 students including 300 in the sixth form.,5
USS Tiru (SS-416), USS Tiru (SS-416) a Balao-class submarine was a ship of the United States Navy named for the tiru. Tiru—laid down on 17 April 1944 at Vallejo Calif. by the Mare Island Navy Yard—remained uncompleted for three years as a result of the curtailment of the submarine building program at the end of World War II. In the fall of 1947 the Navy decided to complete Tiru as a Guppy (Greater Underwater Propulsive Power) snorkel boat.,5
Wyganki, Wyganki [vɨˈɡanki] is a village in the administrative district of Gmina Blizanów within Kalisz County Greater Poland Voivodeship in west-central Poland. It lies approximately 4 kilometres (2 mi) south of Blizanów 14 km (9 mi) north-west of Kalisz and 95 km (59 mi) south-east of the regional capital Poznań.,5
Vodafone New Zealand, Vodafone New Zealand is a telecommunications company operating in New Zealand; it is a subsidiary of the London-listed company Vodafone Plc. It is New Zealand's largest mobile phone operator based in Auckland and was formed in 1998 after Vodafone purchased BellSouth's New Zealand operations.,5
Siklósbodony, Siklósbodony is a village in Baranya county Hungary.,5
Gug Tappeh-ye Khaleseh, Gug Tappeh-ye Khaleseh (Persian: گوگ تپه خالصه‎ also Romanized as Gūg Tappeh-ye Khāleşeh; also known as Gog Tappeh) is a village in Marhemetabad Rural District in the Central District of Miandoab County West Azerbaijan Province Iran. At the 2006 census its population was 2813 in 672 families.,5
Vincent Bennett, Vincent Bennett is an American musician. He is the vocalist and only remaining original member of the American metalcore band The Acacia Strain and the metalcore band Cockpunch. Vincent uses growling as his vocal styles. He stated in an interview with PitCam TV that he is straight edge.,5
Frank Maguire (politician), Meredith Francis Maguire (2 September 1929 – 5 March 1981) was an Irish Republican who became an Independent Member of the British Parliament. Born into an Irish Republican family he was interned during his youth for Irish Republican Army activities; while he later opposed violence he remained close to the Republican movement.,5
The Healers (album), The Healers is the thirteenth album by David Murray to be released on the Italian Black Saint label. It was released in 1987 and features duo performances by Murray and Randy Weston.,5
USS Hillsborough County (LST-827), USS Hillsborough County (LST-827) was an LST-542-class tank landing ship built for the United States Navy during World War II. Named after Hillsborough County Florida she was the only U.S. Naval vessel to bear the name.Originally laid down as USS LST-827 by the Missouri Valley Bridge & Iron Company of Evansville Indiana on 13 October 1944; launched 22 November; sponsored by Mrs. Clark H. Woodward; and commissioned 12 December with Lieutenant R. L. Olander in command.,5
PJ Trailers, PJ Trailers is a US-based trailer manufacturer founded by Peter Thiesen in 1991. PJ Trailers is headquartered in Paris Texas where its main production facilities are also located. The company sells trailers at over 250 dealerships and retail outlets in North America. The company also has a manufacturing facility in Mount Orab Ohio[citation needed],5
Vibha Sharma, Alyssia Vibha Sharma is an Indian popstar who released her first album in the 1990s. She made her foray into Indian pop domain with her debut album Mehandi (2000) HMV SaReGaMa Records which was extremely well received by the music lovers and was one of the top 3 best selling private albums of that year. The title song Mehandi Lagaoongi Main became a superhit.,5
Big Rockfish Presbyterian Church, Big Rockfish Presbyterian Church is a historic church in Hope Mills North Carolina.The Greek Revival building was constructed in 1855 and added to the National Register of Historic Places in 1983.Worship still continues each Sunday at 11AM with education hour at 10AM. The church hosts many special events throughout the year for different ages and for the community. The church is alongside Highway 301 (I-95 Business) Northbound side Marracco St is the service road.,5
Diana Sailplanes Diana 2, The SZD-56 Diana is a 15 metre class glider originally designed by Bogumił Bereś at PZL-Bielsko. However PZL Bielsko went bankrupt before it could be put into serial production. The rights to the design were taken over by a new entity Diana Sailplanes which developed the design further and called it the Diana 2. By 2011 the aircraft was being produced by Design Office Bogumil Beres. This glider first flew on 12 January 2005.,5
HMAS Goorangai, HMAS Goorangai was a 223-ton auxiliary minesweeper of the Royal Australian Navy (RAN). She was sunk in an accidental collision with MV Duntroon in 1940 becoming the RAN's first loss of World War II and the first RAN surface ship to be lost in wartime.Goorangai was built in 1919 as a trawler for Sydney-based fishing company Cam & Sons Pty Ltd.,5
Breaking the Silence (album), Breaking the Silence is the first album by the American thrash metal band Heathen released in 1987 by Combat Records. As of 2006 the album sold about 100000 copies worldwide.,5
Physaria parvula, Physaria parvula (syn. Lesquerella parvula) is a species of flowering plant in the mustard family known by the common name pygmy bladderpod. It is native to the western United States where it can be found in Colorado Utah and Wyoming.This plant is a tuft-forming perennial herb. It is gray-green in color due to a coating of branching hairs. Stems up to 15 centimeters tall arise from a caudex buried just underground. The leaves are linear in shape and measure 1 to 3 centimeters in length.,5
Much Obliged Jeeves, Much Obliged Jeeves is a comic novel by P. G. Wodehouse first published in the United Kingdom on 15 October 1971 by Barrie & Jenkins London and in the United States on 15 October 1971 by Simon & Schuster Inc. New York under the name Jeeves and the Tie That Binds.The two editions have slightly different endings.,5
Kuba Shaaban, Kuba Shaaban : ((Adyghe: Кубэ Шабан ); (Arabic: كوبا شعبان‎); (Russian: Кубов Шабан)) (15 January 1890 – 20 January 1974) was a Russian;(Circassian ethnic) Writer historian and playwright.,5
SHD Komes, SHD Komes is a high-rise in Most Czech Republic. With a height of 96 metres it is the largest building in Ústí nad Labem Region and the fourth largest building in the Czech Republic. The construction of the building started in 1977 and the construction was finished in 1984. The building was used as the headquarters of Severočeské hnědouhelné doly. This company was one of the largest producers of brown coal in Czechoslovakia. After 1989 SD-Comes a.s. became the new owner of the building.,5
Della Woods, Della Woods is an AA/FC NHRA pro driver. She was the first female driver in the 5 second bracket in the funny car class and the first female driver to go to the semi finals at an NHRA national event. She held the latter record for almost 22 years.,5
Minnie Riperton, Minnie Julia Riperton Rudolph (November 8 1947 – July 12 1979) known professionally as Minnie Riperton was an American singer-songwriter best known for her 1975 single Lovin' You. She was married to songwriter and music producer Richard Rudolph from 1972 until her death in 1979. They had two children: music engineer Marc Rudolph and actress/comedienne Maya Rudolph.Riperton grew up on Chicago's South Side. As a child she studied music drama and dance at Chicago's Lincoln Center.,5
International Journal of Food Sciences and Nutrition, The International Journal of Food Sciences and Nutrition is a peer-reviewed scientific journal that covers food science and nutrition. It is published by Informa Healthcare. The editor in chief is Furio Brighenti.,5
Blohm & Voss BV 40, The Blohm & Voss BV 40 was a German glider fighter designed to attack Allied bomber formations during the time of the bombing raids over Nazi Germany.,5
Dilophotriche, Dilophotriche is a genus of grass in the Poaceae family.,5
Aghuzbon Rudbar, Aghuzbon (Persian: اغوزبن‎ also Romanized as Āghūzbon Aghoozbon Āghowzbon; also known as Aguzban and Āqhūzbon) is a village in Kalashtar Rural District in the Central District of Rudbar County Gilan Province Iran. At the 2006 census its population was 103 in 43 families.,5
Marcelo Corrales, Marcelo Enrique Corrales García (born 20 February 1971) is a Chilean footballer yho currently plays professionally as a striker for San Antonio Unido.,5
Barlow Peak, Barlow Peak el. 9609 feet (2929 m) is an isolated mountain peak in the Big Game Ridge section of southwest Yellowstone National Park south of the Continental Divide. Barlow peak was named by geologist Arnold Hague in 1885 for Captain John W. Barlow an early topographical engineer mapping in the park.,5
Pidilite Industries, Pidilite Industries Limited (BSE: 500331 NYSE: MMM) is the largest adhesive manufacturer in India. It also has world wide presence in adhesives art material construction chemicals and other industrial chemicals.Pidilite's most famous product is the Fevicol range of adhesives. Its other famous brands are  Fevikwik Dr. Fixit Cyclo Ranipal Hobby Ideas M-seal and Acron.Pidilite's corporate office is located in Andheri (East) Mumbai.,5
Mathew Mossburg, Matthew J. Mossburg (born February 21 1967 in Silver Spring Maryland) is a business owner and former Republican legislator in the Maryland House of Delegates.,5
Eleanor Cory, Eleanor Cory (born 1943) is an American composer.Cory studied at Sarah Lawrence College Harvard University New England Conservatory and Columbia University. She has taught at Yale University Baruch College Manhattan School of Music Sarah Lawrence College Brooklyn College and The New School for Social Research and currently teaches at Mannes College of Music Prep Division and Kingsborough Community College CUNY.,5
Quch Hesar, Quch Hesar (Persian: قوچ حصار‎ also Romanized as Qūch Ḩeşār Qūch Ḩeşar and Qūchḩeşār) is a village in Kahrizak Rural District Kahrizak District Rey County Tehran Province Iran. At the 2006 census its population was 4399 in 1046 families.,5
Bulbophyllum tixieri, Bulbophyllum tixieri is a species of orchid in the genus Bulbophyllum.,5
Poa, Poa is a genus of about 500 species of grasses native to the temperate regions of both hemispheres. Common names include meadow-grass (mainly Europe and Asia) bluegrass (mainly North America) tussock (some New Zealand species) and speargrass. Poa is Greek for fodder.,5
Anthocharis lanceolata, The Gray Marble (Anthocharis lanceolata) is a butterfly in the Pieridae family. Its range is the west coast of USA and Canada.,5
Angel Blade (film), Angel Blade is a 2002 film starring David Heavener Marc Singer and Amanda Righetti directed by David Heavener.,5
Ataur Rahman Khan, Ataur Rahman Khan (Bengali: আতাউর রহমান খান; 1907–1991) was a Bangladeshi lawyer politician and writer and served as the Prime Minister of Bangladesh from 30 March 1984 to 1 January 1985.Early Life Khan Ataur Rahman (1907–1991) lawyer politician and writer. Ataur Rahman Khan was born in 1907 at village Balia under Dhamrai thana of Dhaka district.,5
Wellspring Capital Management, Wellspring Capital Management is a private equity firm focused on leveraged buyout investments in middle-market companies across a range of industries.The firm which is based in New York City was founded in 1995 by Martin Davis and Greg Feldman. Davis (1927-1999) was best known for his role in restructuring Gulf and Western Industries into Paramount Communications. The firm has raised approximately $2.2 billion since inception across four funds.,5
Festool, Festool is a producer of power tools especially for cabinetry. It is located in Wendlingen Germany where most of its power tools are produced. The company is a subsidiary of the TTS Tooltechnic Systems holding company.Festool was established as an independent company in 2000 after being spun off from its parent company Festo which was concentrating on automation technology.,5
Albuquerque High School, Albuquerque High School is a public senior high school near Downtown Albuquerque New Mexico. It is a part of the Albuquerque Public School district. Enrollment at AHS stands at 1803.,5
Badlands bighorn, The Badlands bighorn Ovis canadensis auduboni also commonly known as Audubon's bighorn sheep is an extinct subspecies of bighorn sheep of North America. While the former of the two names refers to the Badlands it inhabited a range that included Montana Wyoming Nebraska South Dakota and North Dakota.The subspecies was hunted to extinction in the early 1900s.,5
Teymanak-e Olya, Teymanak-e Olya (Persian: تيمنك عليا‎ also Romanized as Teymanak-e ‘Olyā and Teymanak ‘Olyā; also known as Teymanak and Teymanak-e Bālā) is a village in Jolgeh-ye Musaabad Rural District in the Central District of Torbat-e Jam County Razavi Khorasan Province Iran. At the 2006 census its population was 559 in 117 families.,5
Brien Cokayne 1st Baron Cullen of Ashbourne, Brien Ibrican Cokayne 1st Baron Cullen of Ashbourne KBE (12 July 1864 – 3 November 1932) was a British businessman and banker.Cokayne was the fourth son of George Cokayne (originally George Adams) author of The Complete Peerage the son of William Adams and his second wife Mary Anne granddaughter of Charles Cokayne 5th Viscount Cullen.,5
Nectomys rattus, Nectomys rattus also known as the Amazonian Nectomys is a species of rodent in the genus Nectomys of family Cricetidae. It is found in Brazil Colombia French Guiana Guyana Suriname and Venezuela where it lives in a variety of habitats including lowland tropical rainforest cerrado and caatinga. It was recognized as distinct only in 2000 and its limits with other Nectomys including Nectomys apicalis and Nectomys squamipes remain unclear.,5
Panavia Aircraft GmbH, Panavia Aircraft GmbH is a multinational company established by the three partner nations of the Tornado Multi Role Combat Aircraft (MRCA) project West Germany Italy and the UK.,5
Mittagspitze (Hindelang), Mittagspitze (Hindelang) is a mountain of Bavaria Germany.,5
Curtis Fuller with Red Garland, Curtis Fuller with Red Garland is an album by trombonist Curtis Fuller with pianist Red Garland recorded in 1957 and originally released on the New Jazz label a subsidiary of Prestige Records in 1962.,5
Isetan, Isetan (伊勢丹 Isetan) (TYO: 8238 unlisted on March 26 2008 SGX: I15) is a Japanese department store. Based in Shinjuku Tokyo Isetan has branches throughout Japan and East Asia including Phnom Penh Bangkok Jinan Kaohsiung Kuala Lumpur Selangor Shanghai Singapore and Tianjin and formerly in Hong Kong London and Vienna.On April 1 2008 Isetan and Mitsukoshi were merged under a joint holding company called Isetan Mitsukoshi Holdings Ltd. (TYO: 3099).,5
Bambusa bambos, Bambusa bambos or the Indian Thorny Bamboo is a species of clumping bamboo native to several countries in south and east Asia.,5
Burraubach, The Burraubach is a river in Baden-Württemberg Germany.,5
No Road Back, No Road Back is a 1957 British B picture crime drama notable mainly for being the first major film role for future filmstar Sean Connery. Connery's role is that of a minor gangster Spike who has a speech impediment.,5
Gaz-e Kheng, Gaz-e Kheng (Persian: گزخنگ‎ also Romanized as Gaz-e Khong; also known as Bīd-e Sūkhteh) is a village in Bagh Safa Rural District Sarchehan District Bavanat County Fars Province Iran. At the 2006 census its population was 209 in 50 families.,5
MV Empire Bede, Empire Bede was a 6959 GRT cargo ship which was built by G M Harland & Wolff Ltd Glasgow in 1942 for the Ministry of War Transport (MoWT). She had a short career being damaged by a torpedo and then sunk by gunfire on 18 August 1942.,5
Supernal Liberty, Supernal Liberty is an album by Nana Mizuki. It was released on April 16 2014 in three editions: a CD only edition and two limited CD+BD/DVD editions. Two limited editions includes two videos: photo shooting of the album and a special edition of the documentary Natsu no Kakera~ Mizuki Nana 2013 Natsu no Dekigoto,5
Big Town Mall, Big Town Mall was a shopping mall located in the Dallas suburb of Mesquite Texas. Constructed in 1959 it was the first enclosed air-conditioned shopping mall in the Southwest. The last anchor tenant closed in 2001 and the mall was demolished in 2006.,5
Prunus nigra, Prunus nigra (Canada Plum or Black Plum) is a species of Prunus native to eastern North America from New Brunswick west to southeastern Manitoba and south to Connecticut across to Iowa. It formerly also occurred south to Ohio but is now thought to be extinct in that state.,5
Heavy Alloy Penetrator Project, The Heavy Alloy Penetrator Project or HAPP is an Indian defence establishment operated by the Ordnance Factories Board. Headquartered at Kolkata under the overall charge of Ministry of Defence Government of India the factory is located about 25 kilometres from the main city of Tiruchirappalli.,5
Shahchoi Pass, Shahchoi pass (el. 14700 ft.) is a high mountain pass in the Ishkoman Valley Pakistan. It is also called Shahchoi An.,5
Tolumnia pulchella, Tolumnia pulchella is a species of orchid endemic to Jamaica. It is the type species of the genus Tolumnia.,5
Snahapish River, The Snahapish River is a river in the U.S. state of Washington. It is a tributary of the Clearwater River which in turn flows into the Queets River.The Snahapish River is 10.7 miles (17.2 km) long. Its drainage basin is 20 square miles (52 km2) in area.,5
Columbia University Department of Middle Eastern South Asian and African Studies, The Columbia University Department of Middle Eastern South Asian and African Studies (MESAAS) is a leading center for the study of history politics culture and art of the Middle East South Asia and Africa.With more than forty faculty members core and adjunct MESAAS houses a large number of worldly renowned scholars.Prior to 2009 MESAAS was known as The Department of Middle East and Asian Languages and Cultures (MEALAC).,5
Otaku Unite!, Otaku Unite! is a 2004 documentary film by Eric Bresler on American fans of Japanese culture specifically anime and manga known as Otaku.,5
Ryujin Kiyoshi, Ryujin Kiyoshi (清 竜人 Kiyoshi Ryūjin born 27 May 1989) is a Japanese singer and songwriter. He debuted as a major label artist in 2009 with the single Morning Sun. He is best known for this song as well as writing Yui Horie's 2011 single Immoralist.,5
Lawriqucha (Ancash), Lawriqucha (Huánuco Quechua lawri bluish Quechua qucha lake lagoon bluish lake hispanicized spelling Lauricocha) is a lake in the Cordillera Blanca in the Andes of Peru. It is located in the Ancash Region Asunción Province Chacas District south-west of the lake Yanaqucha and south of Paqarisha Lake.,5
Edward Yau, Edward Yau Tang-wah GBS JP (traditional Chinese: 邱騰華; simplified Chinese: 邱腾华; pinyin: Qiū Ténghuá; born 1960 Hong Kong) was appointed as Director of the Chief Executive's Office of Hong Kong in 2012.,5
SMRT Buses, SMRT Buses (originally Trans Island Bus Services (TIBS)) is a public bus transport operator in Singapore. Singapore has a duopoly transport system in which SMRT's only competitor is SBS Transit which also operates bus services in Singapore. The company was incorporated as TIBS on 31 May 1982 in a heavily regulated market to be a competitor to Singapore Bus Service. In accordance with restructuring at parent company SMRT Corporation TIBS was renamed SMRT Buses on 10 May 2004.,5
Japanese destroyer Natsushio, Natsushio (夏潮 lit. “Summer Tide”) was the sixth vessel to be commissioned in the 19-vessel Kagerō-class destroyers built for the Imperial Japanese Navy in the late-1930s under the Circle Three Supplementary Naval Expansion Program (Maru San Keikaku).,5
Job Adriaenszoon Berckheyde, Job Adriaenszoon Berckheyde (27 January 1630 – before 23 November 1693) was a Dutch artist of the 17th century active in Haarlem Amsterdam and The Hague.,5
Deborah Eddy, Deborah H. Eddy was a Democratic member of the Washington House of Representatives who represented the 48th district from 2007 to 2013.,5
Pink Nasty, Sara Beck better known by her stage name Pink Nasty is an American singer-songwriter. She is from Wichita Kansas and currently lives in Austin Texas. Pink Nasty has released three full length albums. She performs with her brother a rapper who goes by the stage name Black Nasty.Kathryn Yu of NPR described Pink Nasty as a young and talented singer-songwriter whose quirky alt-country songs nicely complement her pretty but powerful voice.,5
Iggie's House, Iggie's House is a 1970 young adult novel by Judy Blume. The story concerns Winnie whose best friend Iggie has moved away. The new family moving into Iggie's house are the first African Americans in the neighborhood. While Winnie is quick to make friends with the new kids she realizes that some people possibly including her own parents have trouble seeing past a person's color.,5
JFS (school), JFS (formerly known as the Jews' Free School) is a Jewish secondary school in Kenton north London. It presently accepts both male and female students. At one time it had more than 4000 students attending making this school the largest Jewish school in Europe.,5
Acoustically Driven, Acoustically Driven is the 8th live album released by British rock band Uriah Heep in 2001. The album was recorded live with an orchestra and choir. It was published also in a two disc set with a DVD of the live concert.,5
Do Funil River, The Do Funil River is a river of Rio de Janeiro state in southeastern Brazil.,5
Schönbach (river), Schönbach is a river of Baden-Württemberg Germany.,5
Adhikarigama, Adhikarigama is a village in Sri Lanka. It is located within Central Province.,5
Thomas Williams (writer), Thomas Williams (November 15 1926 – October 23 1990) was an American novelist.He won one U.S. National Book Award for Fiction—The Hair of Harold Roux split the 1975 award with Robert Stone's Dog Soldiers—and his last published novel Moon Pinnace (1986) was a finalist for the National Book Critics Circle Award.,5
Second Motion Records, Second Motion Records is part of Second Motion Entertainment based in Carrboro North Carolina. The Label was founded in Chapel Hill NC by Stephen Judge who is the former manager of the rock band Athenaeum (who released two albums on Atlantic Records in the mid to late 90's) as well as the former General Manager/A&R Director of Redeye Distribution and Yep Roc Records.,5
Michael Landon the Father I Knew, Michael Landon the Father I Knew is an American biographical television film which originally aired on CBS on Sunday May 23 1999. The film was written and directed by Michael Landon Jr. documenting his privileged but often troubled childhood as the son of beloved television actor writer and director Michael Landon Sr.,5
Dallıca Nazilli, Dallıca is a village in the District of Nazilli Aydın Province Turkey. As of 2010 it had a population of 2409 people.,5
Rita Sue and Bob Too, Rita Sue and Bob Too is a 1987 British film directed by Alan Clarke set in Bradford about two teenaged schoolgirls who have a sexual fling with a married man. It was adapted by Andrea Dunbar based on two of her stage plays; Rita Sue and Bob Too (1982) and The Arbor (1980). Its portrayal of ordinary people's lives made it a cult film soon after its cinematic release. The strapline of the film was: Thatcher's Britain with her knickers down.,5
Latino Buggerveil, Latino Buggerveil is an independent record label and publishing company that was founded by psychedelic noise-punk band the Butthole Surfers.The label's first release was the 1987 album A Texas Trip a various artists compilation which was co-released by Caroline Records.,5
Episcopal School of Acadiana, Episcopal School of Acadiana (ESA) is a coeducational day school of the Episcopal Diocese of Western Louisiana for students in grades PreK-3 through 12. The Lower School serving students in PreK-3 through fifth grades is located in Lafayette Louisiana. The Middle and Upper School campus for students in sixth through twelfth grades is located in Cade Louisiana between Lafayette and New Iberia. ESA draws students from throughout the Greater Lafayette area.,5
Castanea mollissima, Castanea mollissima (Chinese chestnut) is a member of the family Fagaceae and a species of chestnut native to China Taiwan and Korea.,5
Hameshaa, Hamesha (Hindi: हमेशा) English: Forever) is a Hindi romance movie written and directed by Sanjay Gupta. The film stars Kajol Saif Ali Khan and Aditya Pancholi in the lead roles. Aruna Irani and Kader Khan have supporting roles in the film. The film explores reincarnation.,5
Vasilabad, Vasilabad (Persian: وسيل اباد‎ also Romanized as Vasīlābād; also known as Tolombeh-ye Vasīlābād) is a village in Kabutar Khan Rural District in the Central District of Rafsanjan County Kerman Province Iran. At the 2006 census its population was 83 in 21 families.,5
Zhao Pengfei, This is a Chinese name; the family name is Zhao.Zhao Pengfei (Chinese: 赵鹏飞; February 1 1920–January 31 2005) was a member of the Communist Party of China. He served as Chairman of the Beijing People's Congress from 1983-1993 and Chairman of the Chinese People's Political Consultative Conference from 1979-1983.,5
Tossal de la Baltasana, Tossal de la Baltasana is a mountain of Catalonia Spain. It has an elevation of 1203 metres above sea level.,5
Institute of Dental Sciences Bareilly, The Institute Of Dental Sciences Bareilly commonly called IDS Bareilly is a dental college located in the city Bareilly India. It is affiliated to M.J.P.Rohilkhand University Bareilly. It is approved by the Dental Council of India and Ministry of Health and Family Welfare New Delhi.,5
Yavarabad, Yavarabad (Persian: ياوراباد‎ also Romanized as Yāvarābād) is a village in Shurab-e Tangazi Rural District in the Central District of Kuhrang County Chaharmahal and Bakhtiari Province Iran. At the 2006 census its population was 74 in 17 families.,5
CFM International, CFM International is a joint venture between GE Aviation a division of General Electric of the United States and Snecma a division of Safran of France.,5
Carol M. Highsmith, Carol M. Highsmith (born 1946) is a photographer author and publisher who has photographed the United States including the District of Columbia and Puerto Rico.,5
K. J. Somaiya Institute of Engineering and Information Technology, K. J. Somaiya Institute of Engineering and Information Technology (KJSIEIT) was established by the Somaiya Trust in the 2001 at Ayurvihar campus Sion Mumbai India. The institute was set up to impart education in the field of Information Technology and allied branches of Engineering and Technology.The institute is approved by AICTE New Delhi DTE Mumbai Affiliated to University of Mumbai and Accredited by Tata Consultancy Services.,5
Bali Gagandeep, Bali Gagandeep (born 2 June 1990) is an Indian professional footballer who plays as a forward for Salgaocar F.C. in the I-League.,5
Patrick van Aanholt, Patrick John Miguel van Aanholt (born 29 August 1990) is a Dutch footballer who plays for Vitesse on loan from Chelsea as a left back.,5
Westcott House Cambridge, Westcott House is a Church of England theological college based in Jesus Lane located in the centre of the university city of Cambridge in the United Kingdom.Its main activity is training people for ordained ministry in Anglican churches. Westcott House is a founder member of the Cambridge Theological Federation.,5
Knife Edge, Knife Edge is a 2009 British thriller film directed by Anthony Hickox and starring Nathalie Press Hugh Bonneville and Tamsin Egerton.,5
Keiko Orrall, Keiko Orrall is a Republican state legislator serving in the Massachusetts House of Representatives. She currently represents the 12th Bristol district in the General Court. Her district includes Berkley Ward 3 - Precinct B and Ward 4 in Taunton Lakeville and Precincts 2 4 5 of Middleborough.,5
Obzor Pass, Obzor Pass is a mountain pass in the Balkan Mountains (Stara Planina) in Bulgaria. It connects Varna and Burgas.,5
Adventures of Johnny Tao: Rock Around the Dragon, Adventures of Johnny Tao is a kung fu-zombie film written and directed by former Teenage Mutant Ninja Turtle Kenn Troum under the name Kenn Scott.Johnny Dow struggles to make a living at his small town gas station by charging motorists to see the electric guitar used by his late father who was a one-hit-rock and roll wonder. Legend has it the guitar was carved in the shape of a dragon's head and made in part from an ancient spear his father found in the crater of a shooting star.,5
James D. Weaver, James Dorman Weaver (September 27 1920–November 15 2003) was a Republican member of the U.S. House of Representatives from Pennsylvania and a colonel in the United States Air Force before being posthumously promoted to Brigadier General.Weaver was born in Erie Pennsylvania. He attended the Erie Conservatory of Music and Syracuse University in Syracuse New York from 1938 to 1941. He graduated from the Medical School of the University of Pennsylvania in Philadelphia in 1944.,5
