Humanizing Transcriptome Engineering.,"Transcriptome targeting offers a tunable and reversible approach for cellular engineering. Accordingly, the ability to precisely perturb RNAs has broad implications for research and therapeutics. In this issue, Rauch and colleagues present a new addition to the RNA engineering toolbox that is modular, versatile, and built using human components.",biology
Mapping Odor to Action: (Dopaminergic) Timing Is Everything.,Animal brains use the relative timing between sensory cues and behaviorally salient events to form predictive associations about their environment. Handler and colleagues provide new mechanistic insights into how differential signaling downstream of dopamine receptors couples this timing to the dynamic reweighting of synapses that link sensation to action.,biology
"Inadequate DNA Damage Repair Promotes Mammary Transdifferentiation, Leading to BRCA1 Breast Cancer.","Loss of BRCA1 p220 function often results in basal-like breast cancer (BLBC), but the underlying disease mechanism is largely opaque. In mammary epithelial cells (MECs), BRCA1 interacts with multiple proteins, including NUMB and HES1, to form complexes that participate in interstrand crosslink (ICL) DNA repair and MEC differentiation control. Unrepaired ICL damage results in aberrant transdifferentiation to a mesenchymal state of cultured, human basal-like MECs and to a basal/mesenchymal state in primary mouse luminal MECs. Loss of BRCA1, NUMB, or HES1 or chemically induced ICL damage in primary murine luminal MECs results in persistent DNA damage that triggers luminal to basal/mesenchymal transdifferentiation. In vivo single-cell analysis revealed a time-dependent evolution from normal luminal MECs to luminal progenitor-like tumor cells with basal/mesenchymal transdifferentiation during murine BRCA1 BLBC development. Growing DNA damage accompanied this malignant transformation.",biology
Mechanochemical Feedback Loops in Development and Disease.,"There is increasing evidence that both mechanical and biochemical signals play important roles in development and disease. The development of complex organisms, in particular, has been proposed to rely on the feedback between mechanical and biochemical patterning events. This feedback occurs at the molecular level via mechanosensation but can also arise as an emergent property of the system at the cellular and tissue level. In recent years, dynamic changes in tissue geometry, flow, rheology, and cell fate specification have emerged as key platforms of mechanochemical feedback loops in multiple processes. Here, we review recent experimental and theoretical advances in understanding how these feedbacks function in development and disease.",biology
Pervasive Chromatin-RNA Binding Protein Interactions Enable RNA-Based Regulation of Transcription.,"Increasing evidence suggests that transcriptional control and chromatin activities at large involve regulatory RNAs, which likely enlist specific RNA-binding proteins (RBPs). Although multiple RBPs have been implicated in transcription control, it has remained unclear how extensively RBPs directly act on chromatin. We embarked on a large-scale RBP ChIP-seq analysis, revealing widespread RBP presence in active chromatin regions in the human genome. Like transcription factors (TFs), RBPs also show strong preference for hotspots in the genome, particularly gene promoters, where their association is frequently linked to transcriptional output. Unsupervised clustering reveals extensive co-association between TFs and RBPs, as exemplified by YY1, a known RNA-dependent TF, and RBM25, an RBP involved in splicing regulation. Remarkably, RBM25 depletion attenuates all YY1-dependent activities, including chromatin binding, DNA looping, and transcription. We propose that various RBPs may enhance network interaction through harnessing regulatory RNAs to control transcription.",biology
Glucose Metabolism Linked to Antiviral Responses.,"Viral infection causes the host to activate an antiviral response that, in part, is dependent on mitochondrial antiviral signaling protein (MAVS) to stimulate type I interferons. Zhang et al. (2019) demonstrate that glucose-generated lactate interacts with MAVS to suppress type I interferons. This study links glucose metabolism to antiviral responses.",biology
DNA Microscopy: Optics-free Spatio-genetic Imaging by a Stand-Alone Chemical Reaction.,"Analyzing the spatial organization of molecules in cells and tissues is a cornerstone of biological research and clinical practice. However, despite enormous progress in molecular profiling of cellular constituents, spatially mapping them remains a disjointed and specialized machinery-intensive process, relying on either light microscopy or direct physical registration. Here, we demonstrate DNA microscopy, a distinct imaging modality for scalable, optics-free mapping of relative biomolecule positions. In DNA microscopy of transcripts, transcript molecules are tagged in situ with randomized nucleotides, labeling each molecule uniquely. A second in situ reaction then amplifies the tagged molecules, concatenates the resulting copies, and adds new randomized nucleotides to uniquely label each concatenation event. An algorithm decodes molecular proximities from these concatenated sequences and infers physical images of the original transcripts at cellular resolution with precise sequence information. Because its imaging power derives entirely from diffusive molecular dynamics, DNA microscopy constitutes a chemically encoded microscopy system.",biology
Distinct Dopamine Receptor Pathways Underlie the Temporal Sensitivity of Associative Learning.,"Animals rely on the relative timing of events in their environment to form and update predictive associations, but the molecular and circuit mechanisms for this temporal sensitivity remain incompletely understood. Here, we show that olfactory associations in Drosophila can be written and reversed on a trial-by-trial basis depending on the temporal relationship between an odor cue and dopaminergic reinforcement. Through the synchronous recording of neural activity and behavior, we show that reversals in learned odor attraction correlate with bidirectional neural plasticity in the mushroom body, the associative olfactory center of the fly. Two dopamine receptors, DopR1 and DopR2, contribute to this temporal sensitivity by coupling to distinct second messengers and directing either synaptic depression or potentiation. Our results reveal how dopamine-receptor signaling pathways can detect the order of events to instruct opposing forms of synaptic and behavioral plasticity, allowing animals to flexibly update their associations in a dynamic environment.",biology
Atlas of Subcellular RNA Localization Revealed by APEX-Seq.,"We introduce APEX-seq, a method for RNA sequencing based on direct proximity labeling of RNA using the peroxidase enzyme APEX2. APEX-seq in nine distinct subcellular locales produced a nanometer-resolution spatial map of the human transcriptome as a resource, revealing extensive patterns of localization for diverse RNA classes and transcript isoforms. We uncover a radial organization of the nuclear transcriptome, which is gated at the inner surface of the nuclear pore for cytoplasmic export of processed transcripts. We identify two distinct pathways of messenger RNA localization to mitochondria, each associated with specific sets of transcripts for building complementary macromolecular machines within the organelle. APEX-seq should be widely applicable to many systems, enabling comprehensive investigations of the spatial transcriptome.",biology
Programmable RNA-Guided RNA Effector Proteins Built from Human Parts.,"Epitranscriptomic regulation controls information flow through the central dogma and provides unique opportunities for manipulating cells at the RNA level. However, both fundamental studies and potential translational applications are impeded by a lack of methods to target specific RNAs with effector proteins. Here, we present CRISPR-Cas-inspired RNA targeting system (CIRTS), a protein engineering strategy for constructing programmable RNA control elements. We show that CIRTS is a simple and generalizable approach to deliver a range of effector proteins, including nucleases, degradation machinery, translational activators, and base editors to target transcripts. We further demonstrate that CIRTS is not only smaller than naturally occurring CRISPR-Cas programmable RNA binding systems but can also be built entirely from human protein parts. CIRTS provides a platform to probe fundamental RNA regulatory processes, and the human-derived nature of CIRTS provides a potential strategy to avoid immune issues when applied to epitranscriptome-modulating therapies.",biology
Glia Accumulate Evidence that Actions Are Futile and Suppress Unsuccessful Behavior.,"When a behavior repeatedly fails to achieve its goal, animals often give up and become passive, which can be strategic for preserving energy or regrouping between attempts. It is unknown how the brain identifies behavioral failures and mediates this behavioral-state switch. In larval zebrafish swimming in virtual reality, visual feedback can be withheld so that swim attempts fail to trigger expected visual flow. After tens of seconds of such motor futility, animals became passive for similar durations. Whole-brain calcium imaging revealed noradrenergic neurons that responded specifically to failed swim attempts and radial astrocytes whose calcium levels accumulated with increasing numbers of failed attempts. Using cell ablation and optogenetic or chemogenetic activation, we found that noradrenergic neurons progressively activated brainstem radial astrocytes, which then suppressed swimming. Thus, radial astrocytes perform a computation critical for behavior: they accumulate evidence that current actions are ineffective and consequently drive changes in behavioral states. VIDEO ABSTRACT.",biology
"STING Polymer Structure Reveals Mechanisms for Activation, Hyperactivation, and Inhibition.","How the central innate immune protein, STING, is activated by its ligands remains unknown. Here, using structural biology and biochemistry, we report that the metazoan second messenger 2'3'-cGAMP induces closing of the human STING homodimer and release of the STING C-terminal tail, which exposes a polymerization interface on the STING dimer and leads to the formation of disulfide-linked polymers via cysteine residue 148. Disease-causing hyperactive STING mutations either flank C148 and depend on disulfide formation or reside in the C-terminal tail binding site and cause constitutive C-terminal tail release and polymerization. Finally, bacterial cyclic-di-GMP induces an alternative active STING conformation, activates STING in a cooperative manner, and acts as a partial antagonist of 2'3'-cGAMP signaling. Our insights explain the tight control of STING signaling given varying background activation signals and provide a therapeutic hypothesis for autoimmune syndrome treatment.",biology
Correlated Neural Activity and Encoding of Behavior across Brains of Socially Interacting Animals.,"Social interactions involve complex decision-making tasks that are shaped by dynamic, mutual feedback between participants. An open question is whether and how emergent properties may arise across brains of socially interacting individuals to influence social decisions. By simultaneously performing microendoscopic calcium imaging in pairs of socially interacting mice, we find that animals exhibit interbrain correlations of neural activity in the prefrontal cortex that are dependent on ongoing social interaction. Activity synchrony arises from two neuronal populations that separately encode one's own behaviors and those of the social partner. Strikingly, interbrain correlations predict future social interactions as well as dominance relationships in a competitive context. Together, our study provides conclusive evidence for interbrain synchrony in rodents, uncovers how synchronization arises from activity at the single-cell level, and presents a role for interbrain neural activity coupling as a property of multi-animal systems in coordinating and sustaining social interactions between individuals.",biology
Correlated Neural Activity across the Brains of Socially Interacting Bats.,"Social interactions occur between multiple individuals, but what is the detailed relationship between the neural dynamics across their brains? To address this question across timescales and levels of neural activity, we used wireless electrophysiology to simultaneously record from pairs of bats engaged in a wide range of natural social interactions. We found that neural activity was remarkably correlated between their brains over timescales from seconds to hours. The correlation depended on a shared social environment and was most prominent in high frequency local field potentials (>30 Hz), followed by local spiking activity. Furthermore, the degree of neural correlation covaried with the extent of social interactions, and an increase in correlation preceded their initiation. These results show that inter-brain correlation is an inherent feature of natural social interactions, reveal the domain of neural activity where it is most prominent, and provide a foundation for studying its functional role in social behaviors.",biology
Human Antibodies that Slow Erythrocyte Invasion Potentiate Malaria-Neutralizing Antibodies.,"The Plasmodium falciparum reticulocyte-binding protein homolog 5 (PfRH5) is the leading target for next-generation vaccines against the disease-causing blood-stage of malaria. However, little is known about how human antibodies confer functional immunity against this antigen. We isolated a panel of human monoclonal antibodies (mAbs) against PfRH5 from peripheral blood B cells from vaccinees in the first clinical trial of a PfRH5-based vaccine. We identified a subset of mAbs with neutralizing activity that bind to three distinct sites and another subset of mAbs that are non-functional, or even antagonistic to neutralizing antibodies. We also identify the epitope of a novel group of non-neutralizing antibodies that significantly reduce the speed of red blood cell invasion by the merozoite, thereby potentiating the effect of all neutralizing PfRH5 antibodies as well as synergizing with antibodies targeting other malaria invasion proteins. Our results provide a roadmap for structure-guided vaccine development to maximize antibody efficacy against blood-stage malaria.",biology
Fc Glycan-Mediated Regulation of Placental Antibody Transfer.,"Despite the worldwide success of vaccination, newborns remain vulnerable to infections. While neonatal vaccination has been hampered by maternal antibody-mediated dampening of immune responses, enhanced regulatory and tolerogenic mechanisms, and immune system immaturity, maternal pre-natal immunization aims to boost neonatal immunity via antibody transfer to the fetus. However, emerging data suggest that antibodies are not transferred equally across the placenta. To understand this, we used systems serology to define Fc features associated with antibody transfer. The Fc-profile of neonatal and maternal antibodies differed, skewed toward natural killer (NK) cell-activating antibodies. This selective transfer was linked to digalactosylated Fc-glycans that selectively bind FcRn and FCGR3A, resulting in transfer of antibodies able to efficiently leverage innate immune cells present at birth. Given emerging data that vaccination may direct antibody glycosylation, our study provides insights for the development of next-generation maternal vaccines designed to elicit antibodies that will most effectively aid neonates.",biology
Fc Characteristics Mediate Selective Placental Transfer of IgG in HIV-Infected Women.,"The placental transfer of maternal IgG is critical for infant protection against infectious pathogens. However, factors that modulate the placental transfer of IgG remain largely undefined. HIV-infected women have impaired placental IgG transfer, presenting a unique ""disruption model"" to define factors that modulate placental IgG transfer. We measured the placental transfer efficiency of maternal HIV and pathogen-specific IgG in US and Malawian HIV-infected mothers and their HIV-exposed uninfected and infected infants. We examined the role of maternal HIV disease progression, infant factors, placental Fc receptor expression, IgG subclass, and glycan signatures and their association with placental IgG transfer efficiency. Maternal IgG characteristics, such as binding to placentally expressed Fc receptors FcgammaRIIa and FcgammaRIIIa, and Fc region glycan profiles were associated with placental IgG transfer efficiency. Our findings suggest that Fc region characteristics modulate the selective placental transfer of IgG, with implications for maternal vaccine design and infant health.",biology
Patterns of Early p21 Dynamics Determine Proliferation-Senescence Cell Fate after Chemotherapy.,"Chemotherapy is designed to induce cell death. However, at non-lethal doses, cancer cells can choose to remain proliferative or become senescent. The slow development of senescence makes studying this decision challenging. Here, by analyzing single-cell p21 dynamics before, during, and days after drug treatment, we link three distinct patterns of early p21 dynamics to final cell fate. Surprisingly, while high p21 expression is classically associated with senescence, we find the opposite at early times during drug treatment: most senescence-fated cells express much lower p21 levels than proliferation-fated cells. We demonstrate that these dynamics lead to a p21 ""Goldilocks zone"" for proliferation, in which modest increases of p21 expression can lead to an undesirable increase of cancer cell proliferation. Our study identifies a counter-intuitive role for early p21 dynamics in the cell-fate decision and pinpoints a source of proliferative cancer cells that can emerge after exposure to non-lethal doses of chemotherapy.",biology
Viral Generated Inter-Organelle Contacts Redirect Lipid Flux for Genome Replication.,"Positive-stranded RNA viruses extensively remodel host cell architecture to enable viral replication. Here, we examined the poorly understood formation of specialized membrane compartments that are critical sites for the synthesis of the viral genome. We show that the replication compartments (RCs) of enteroviruses are created through novel membrane contact sites that recruit host lipid droplets (LDs) to the RCs. Viral proteins tether the RCs to the LDs and interact with the host lipolysis machinery to enable transfer of fatty acids from LDs, thereby providing lipids essential for RC biogenesis. Inhibiting the formation of the membrane contact sites between LDs and RCs or inhibition of the lipolysis pathway disrupts RC biogenesis and enterovirus replication. Our data illuminate mechanistic and functional aspects of organelle remodeling in viral infection and establish that pharmacological targeting of contact sites linking viral and host compartments is a potential strategy for antiviral development.",biology
Viral Capsid Trafficking along Treadmilling Tubulin Filaments in Bacteria.,"Cargo trafficking along microtubules is exploited by eukaryotic viruses, but no such examples have been reported in bacteria. Several large Pseudomonas phages assemble a dynamic, tubulin-based (PhuZ) spindle that centers replicating phage DNA sequestered within a nucleus-like structure. Here, we show that capsids assemble on the membrane and then move rapidly along PhuZ filaments toward the phage nucleus for DNA packaging. The spindle rotates the phage nucleus, distributing capsids around its surface. PhuZ filaments treadmill toward the nucleus at a constant rate similar to the rate of capsid movement and the linear velocity of nucleus rotation. Capsids become trapped along mutant static PhuZ filaments that are defective in GTP hydrolysis. Our results suggest a transport and distribution mechanism in which capsids attached to the sides of filaments are trafficked to the nucleus by PhuZ polymerization at the poles, demonstrating that the phage cytoskeleton evolved cargo-trafficking capabilities in bacteria.",biology
Autophagy-Independent Functions of the Autophagy Machinery.,"Macroautophagy (herein referred to as autophagy) is an evolutionary ancient mechanism that culminates with the lysosomal degradation of superfluous or potentially dangerous cytosolic entities. Over the past 2 decades, the molecular mechanisms underlying several variants of autophagy have been characterized in detail. Accumulating evidence suggests that most, if not all, components of the molecular machinery for autophagy also mediate autophagy-independent functions. Here, we discuss emerging data on the non-autophagic functions of autophagy-relevant proteins.",biology
Beginning of a New Era: Mapping the Bone Marrow Niche.,Baryawno et al. provide a comprehensive atlas of the mouse bone marrow stroma based on single-cell RNA-sequencing data. Their analysis reveals a taxonomy of 17 distinct cell types with diverse functions that highlights the complexity of the bone marrow stroma and paves the way for future in vivo assessment.,biology
Integration of Single-Cell Genomics Datasets.,"Welch et al. and Stuart et al. present novel techniques for the integration of single-cell RNA-seq datasets across multiple platforms, individuals, and species. They both extend these strategies to map cell types between RNA-seq datasets with epigenetic properties and in situ transcript profiling. The ability to transfer information between datasets and spatial methods will enable more comprehensive profiling and comparisons of cell populations in complex biological systems.",biology
Next-Gen Learning: The C. elegans Approach.,"In this issue, Moore et al. and Posner et al., provide evidence for how the activity of the nervous system in C. elegans results in gene expression changes in the germline to pass on parental experiences and learned behavior to their progeny.",biology
Surface Sugars Get Cells in Shape.,"Cell membranes can adopt a variety of shapes and curvatures, yet our understanding of the factors involved remains limited. In this issue of Cell, Shurer et al. (2019) demonstrate that the glycocalyx can regulate cell shape from the outside in.",biology
"Could iPSCs Enable ""Off-the-Shelf"" Cell Therapy?","An ""off-the-shelf"" cell therapy derived from induced pluripotent stem cells (iPSCs) has entered clinical trials in the United States. Other companies are following suit, harnessing iPSCs' self-renewal ability to manufacture cell therapies that don't require customization for each patient. But some experts aren't sure such therapies are a good idea.",biology
Single-Cell Multi-omic Integration Compares and Contrasts Features of Brain Cell Identity.,"Defining cell types requires integrating diverse single-cell measurements from multiple experiments and biological contexts. To flexibly model single-cell datasets, we developed LIGER, an algorithm that delineates shared and dataset-specific features of cell identity. We applied it to four diverse and challenging analyses of human and mouse brain cells. First, we defined region-specific and sexually dimorphic gene expression in the mouse bed nucleus of the stria terminalis. Second, we analyzed expression in the human substantia nigra, comparing cell states in specific donors and relating cell types to those in the mouse. Third, we integrated in situ and single-cell expression data to spatially locate fine subtypes of cells present in the mouse frontal cortex. Finally, we jointly defined mouse cortical cell types using single-cell RNA-seq and DNA methylation profiles, revealing putative mechanisms of cell-type-specific epigenomic regulation. Integrative analyses using LIGER promise to accelerate investigations of cell-type definition, gene regulation, and disease states.",biology
A Small Molecule Targeting Mutagenic Translesion Synthesis Improves Chemotherapy.,"Intrinsic and acquired drug resistance and induction of secondary malignancies limit successful chemotherapy. Because mutagenic translesion synthesis (TLS) contributes to chemoresistance as well as treatment-induced mutations, targeting TLS is an attractive avenue for improving chemotherapeutics. However, development of small molecules with high specificity and in vivo efficacy for mutagenic TLS has been challenging. Here, we report the discovery of a small-molecule inhibitor, JH-RE-06, that disrupts mutagenic TLS by preventing recruitment of mutagenic POL zeta. Remarkably, JH-RE-06 targets a nearly featureless surface of REV1 that interacts with the REV7 subunit of POL zeta. Binding of JH-RE-06 induces REV1 dimerization, which blocks the REV1-REV7 interaction and POL zeta recruitment. JH-RE-06 inhibits mutagenic TLS and enhances cisplatin-induced toxicity in cultured human and mouse cell lines. Co-administration of JH-RE-06 with cisplatin suppresses the growth of xenograft human melanomas in mice, establishing a framework for developing TLS inhibitors as a novel class of chemotherapy adjuvants.",biology
Neuronal Small RNAs Control Behavior Transgenerationally.,"It is unknown whether the activity of the nervous system can be inherited. In Caenorhabditis elegans nematodes, parental responses can transmit heritable small RNAs that regulate gene expression transgenerationally. In this study, we show that a neuronal process can impact the next generations. Neurons-specific synthesis of RDE-4-dependent small RNAs regulates germline amplified endogenous small interfering RNAs (siRNAs) and germline gene expression for multiple generations. Further, the production of small RNAs in neurons controls the chemotaxis behavior of the progeny for at least three generations via the germline Argonaute HRDE-1. Among the targets of these small RNAs, we identified the conserved gene saeg-2, which is transgenerationally downregulated in the germline. Silencing of saeg-2 following neuronal small RNA biogenesis is required for chemotaxis under stress. Thus, we propose a small-RNA-based mechanism for communication of neuronal processes transgenerationally.",biology
Multi-Color Single-Molecule Imaging Uncovers Extensive Heterogeneity in mRNA Decoding.,"mRNA translation is a key step in decoding genetic information. Genetic decoding is surprisingly heterogeneous because multiple distinct polypeptides can be synthesized from a single mRNA sequence. To study translational heterogeneity, we developed the MoonTag, a fluorescence labeling system to visualize translation of single mRNAs. When combined with the orthogonal SunTag system, the MoonTag enables dual readouts of translation, greatly expanding the possibilities to interrogate complex translational heterogeneity. By placing MoonTag and SunTag sequences in different translation reading frames, each driven by distinct translation start sites, start site selection of individual ribosomes can be visualized in real time. We find that start site selection is largely stochastic but that the probability of using a particular start site differs among mRNA molecules and can be dynamically regulated over time. This study provides key insights into translation start site selection heterogeneity and provides a powerful toolbox to visualize complex translation dynamics.",biology
Comprehensive Integration of Single-Cell Data.,"Single-cell transcriptomics has transformed our ability to characterize cell states, but deep biological understanding requires more than a taxonomic listing of clusters. As new methods arise to measure distinct cellular modalities, a key analytical challenge is to integrate these datasets to better understand cellular identity and function. Here, we develop a strategy to ""anchor"" diverse datasets together, enabling us to integrate single-cell measurements not only across scRNA-seq technologies, but also across different modalities. After demonstrating improvement over existing methods for integrating scRNA-seq data, we anchor scRNA-seq experiments with scATAC-seq to explore chromatin differences in closely related interneuron subsets and project protein expression measurements onto a bone marrow atlas to characterize lymphocyte populations. Lastly, we harmonize in situ gene expression and scRNA-seq datasets, allowing transcriptome-wide imputation of spatial gene expression patterns. Our work presents a strategy for the assembly of harmonized references and transfer of information across datasets.",biology
Piwi/PRG-1 Argonaute and TGF-beta Mediate Transgenerational Learned Pathogenic Avoidance.,"The ability to inherit learned information from parents could be evolutionarily beneficial, enabling progeny to better survive dangerous conditions. We discovered that, after C. elegans have learned to avoid the pathogenic bacteria Pseudomonas aeruginosa (PA14), they pass this learned behavior on to their progeny, through either the male or female germline, persisting through the fourth generation. Expression of the TGF-beta ligand DAF-7 in the ASI sensory neurons correlates with and is required for this transgenerational avoidance behavior. Additionally, the Piwi Argonaute homolog PRG-1 and its downstream molecular components are required for transgenerational inheritance of both avoidance behavior and ASI daf-7 expression. Animals whose parents have learned to avoid PA14 display a PA14 avoidance-based survival advantage that is also prg-1 dependent, suggesting an adaptive response. Transgenerational epigenetic inheritance of pathogenic learning may optimize progeny decisions to increase survival in fluctuating environmental conditions.",biology
A Deep Neural Network for Predicting and Engineering Alternative Polyadenylation.,"Alternative polyadenylation (APA) is a major driver of transcriptome diversity in human cells. Here, we use deep learning to predict APA from DNA sequence alone. We trained our model (APARENT, APA REgression NeT) on isoform expression data from over 3 million APA reporters. APARENT's predictions are highly accurate when tasked with inferring APA in synthetic and human 3'UTRs. Visualizing features learned across all network layers reveals that APARENT recognizes sequence motifs known to recruit APA regulators, discovers previously unknown sequence determinants of 3' end processing, and integrates these features into a comprehensive, interpretable, cis-regulatory code. We apply APARENT to forward engineer functional polyadenylation signals with precisely defined cleavage position and isoform usage and validate predictions experimentally. Finally, we use APARENT to quantify the impact of genetic variants on APA. Our approach detects pathogenic variants in a wide range of disease contexts, expanding our understanding of the genetic origins of disease.",biology
Illuminating G-Protein-Coupling Selectivity of GPCRs.,"Heterotrimetic G proteins consist of four subfamilies (Gs, Gi/o, Gq/11, and G12/13) that mediate signaling via G-protein-coupled receptors (GPCRs), principally by receptors binding Galpha C termini. G-protein-coupling profiles govern GPCR-induced cellular responses, yet receptor sequence selectivity determinants remain elusive. Here, we systematically quantified ligand-induced interactions between 148 GPCRs and all 11 unique Galpha subunit C termini. For each receptor, we probed chimeric Galpha subunit activation via a transforming growth factor-alpha (TGF-alpha) shedding response in HEK293 cells lacking endogenous Gq/11 and G12/13 proteins, and complemented G-protein-coupling profiles through a NanoBiT-G-protein dissociation assay. Interrogation of the dataset identified sequence-based coupling specificity features, inside and outside the transmembrane domain, which we used to develop a coupling predictor that outperforms previous methods. We used the predictor to engineer designer GPCRs selectively coupled to G12. This dataset of fine-tuned signaling mechanisms for diverse GPCRs is a valuable resource for research in GPCR signaling.",biology
Single-Molecule Nanoscopy Elucidates RNA Polymerase II Transcription at Single Genes in Live Cells.,"Transforming the vast knowledge from genetics, biochemistry, and structural biology into detailed molecular descriptions of biological processes inside cells remains a major challenge-one in sore need of better imaging technologies. For example, transcription involves the complex interplay between RNA polymerase II (Pol II), regulatory factors (RFs), and chromatin, but visualizing these dynamic molecular transactions in their native intracellular milieu remains elusive. Here, we zoom into single tagged genes using nanoscopy techniques, including an active target-locking, ultra-sensitive system that enables single-molecule detection in addressable sub-diffraction volumes, within crowded intracellular environments. We image, track, and quantify Pol II with single-molecule resolution, unveiling its dynamics during the transcription cycle. Further probing multiple functionally linked events-RF-chromatin interactions, Pol II dynamics, and nascent transcription kinetics-reveals detailed operational parameters of gene-regulatory mechanisms hitherto-unseen in vivo. Our approach sets the stage for single-molecule studies of complex molecular processes in live cells.",biology
Alanine Tails Signal Proteolysis in Bacterial Ribosome-Associated Quality Control.,"In ribosome-associated quality control (RQC), Rqc2/NEMF closely supports the E3 ligase Ltn1/listerin in promoting ubiquitylation and degradation of aberrant nascent-chains obstructing large (60S) ribosomal subunits-products of ribosome stalling during translation. However, while Ltn1 is eukaryote-specific, Rqc2 homologs are also found in bacteria and archaea; whether prokaryotic Rqc2 has an RQC-related function has remained unknown. Here, we show that, as in eukaryotes, a bacterial Rqc2 homolog (RqcH) recognizes obstructed 50S subunits and promotes nascent-chain proteolysis. Unexpectedly, RqcH marks nascent-chains for degradation in a direct manner, by appending C-terminal poly-alanine tails that act as degrons recognized by the ClpXP protease. Furthermore, RqcH acts redundantly with tmRNA/ssrA and protects cells against translational and environmental stresses. Our results uncover a proteolytic-tagging mechanism with implications toward the function of related modifications in eukaryotes and suggest that RQC was already active in the last universal common ancestor (LUCA) to help cope with incomplete translation.",biology
Tracing Oncogene Rearrangements in the Mutational History of Lung Adenocarcinoma.,"Mutational processes giving rise to lung adenocarcinomas (LADCs) in non-smokers remain elusive. We analyzed 138 LADC whole genomes, including 83 cases with minimal contribution of smoking-associated mutational signature. Genomic rearrangements were not correlated with smoking-associated mutations and frequently served as driver events of smoking-signature-low LADCs. Complex genomic rearrangements, including chromothripsis and chromoplexy, generated 74% of known fusion oncogenes, including EML4-ALK, CD74-ROS1, and KIF5B-RET. Unlike other collateral rearrangements, these fusion-oncogene-associated rearrangements were frequently copy-number-balanced, representing a genomic signature of early oncogenesis. Analysis of mutation timing revealed that fusions and point mutations of canonical oncogenes were often acquired in the early decades of life. During a long latency, cancer-related genes were disrupted or amplified by complex rearrangements. The genomic landscape was different between subgroups-EGFR-mutant LADCs had frequent whole-genome duplications with p53 mutations, whereas fusion-oncogene-driven LADCs had frequent SETD2 mutations. Our study highlights LADC oncogenesis driven by endogenous mutational processes.",biology
The Translational Landscape of the Human Heart.,"Gene expression in human tissue has primarily been studied on the transcriptional level, largely neglecting translational regulation. Here, we analyze the translatomes of 80 human hearts to identify new translation events and quantify the effect of translational regulation. We show extensive translational control of cardiac gene expression, which is orchestrated in a process-specific manner. Translation downstream of predicted disease-causing protein-truncating variants appears to be frequent, suggesting inefficient translation termination. We identify hundreds of previously undetected microproteins, expressed from lncRNAs and circRNAs, for which we validate the protein products in vivo. The translation of microproteins is not restricted to the heart and prominent in the translatomes of human kidney and liver. We associate these microproteins with diverse cellular processes and compartments and find that many locate to the mitochondria. Importantly, dozens of microproteins are translated from lncRNAs with well-characterized noncoding functions, indicating previously unrecognized biology.",biology
Stromal Microenvironment Shapes the Intratumoral Architecture of Pancreatic Cancer.,"Single-cell technologies have described heterogeneity across tissues, but the spatial distribution and forces that drive single-cell phenotypes have not been well defined. Combining single-cell RNA and protein analytics in studying the role of stromal cancer-associated fibroblasts (CAFs) in modulating heterogeneity in pancreatic cancer (pancreatic ductal adenocarcinoma [PDAC]) model systems, we have identified significant single-cell population shifts toward invasive epithelial-to-mesenchymal transition (EMT) and proliferative (PRO) phenotypes linked with mitogen-activated protein kinase (MAPK) and signal transducer and activator of transcription 3 (STAT3) signaling. Using high-content digital imaging of RNA in situ hybridization in 195 PDAC tumors, we quantified these EMT and PRO subpopulations in 319,626 individual cancer cells that can be classified within the context of distinct tumor gland ""units."" Tumor gland typing provided an additional layer of intratumoral heterogeneity that was associated with differences in stromal abundance and clinical outcomes. This demonstrates the impact of the stroma in shaping tumor architecture by altering inherent patterns of tumor glands in human PDAC.",biology
Multifunctional Natural Killer Cell Engagers Targeting NKp46 Trigger Protective Tumor Immunity.,"Over the last decade, various new therapies have been developed to promote anti-tumor immunity. Despite interesting clinical results in hematological malignancies, the development of bispecific killer-cell-engager antibody formats directed against tumor cells and stimulating anti-tumor T cell immunity has proved challenging, mostly due to toxicity problems. We report here the generation of trifunctional natural killer (NK) cell engagers (NKCEs), targeting two activating receptors, NKp46 and CD16, on NK cells and a tumor antigen on cancer cells. Trifunctional NKCEs were more potent in vitro than clinical therapeutic antibodies targeting the same tumor antigen. They had similar in vivo pharmacokinetics to full IgG antibodies and no off-target effects and efficiently controlled tumor growth in mouse models of solid and invasive tumors. Trifunctional NKCEs thus constitute a new generation of molecules for fighting cancer. VIDEO ABSTRACT.",biology
Lactate Is a Natural Suppressor of RLR Signaling by Targeting MAVS.,"RLR-mediated type I IFN production plays a pivotal role in elevating host immunity for viral clearance and cancer immune surveillance. Here, we report that glycolysis, which is inactivated during RLR activation, serves as a barrier to impede type I IFN production upon RLR activation. RLR-triggered MAVS-RIG-I recognition hijacks hexokinase binding to MAVS, leading to the impairment of hexokinase mitochondria localization and activation. Lactate serves as a key metabolite responsible for glycolysis-mediated RLR signaling inhibition by directly binding to MAVS transmembrane (TM) domain and preventing MAVS aggregation. Notably, lactate restoration reverses increased IFN production caused by lactate deficiency. Using pharmacological and genetic approaches, we show that lactate reduction by lactate dehydrogenase A (LDHA) inactivation heightens type I IFN production to protect mice from viral infection. Our study establishes a critical role of glycolysis-derived lactate in limiting RLR signaling and identifies MAVS as a direct sensor of lactate, which functions to connect energy metabolism and innate immunity.",biology
